1767,Bauble,"","",""
1768,bayes_motel,"","",""
1769,bayes_on_redis,0.1.3|0.1.0|0.1.6|0.2.1|0.1.2|0.2.0|0.1.1|0.1.9,Didip Kerabat,""
1770,bayon-0.1.4,"","",""
1771,bayon-0.1.1,"","",""
1772,bayon,"","",""
1773,bayon-0.1.0,"","",""
1774,bayon,0.1.1,winebarrel,""
1775,bayuploader,1.0.1,Britt Crawford,hpricot|mime-types|hoe|OptionParser
1776,bazaar_sources,0.2.5|0.2.4|0.2.1.1.1.4|0.2.2,chris mcc,crack|hpricot|httparty|nokogiri
1777,bb,"","",""
1778,bbc,0.0.2,Oliver Nightingale,shoulda|webmock|rest-client|json
1779,bbcloud,0.9.1|0.8.2|0.8|0.8.1|0.6.2|0.9.2|0.10.1|0.9,John Leach,excon|ini|json_pure|gli|fog|hirb|json
1780,bbcode,0.0.4|0.0.5|0.0.2|0.0.3,eiffel qiu,""
1781,bbcodelib,1.0.0,Stephen Blackstone,hoe
1782,bbc-programmes,0.1.1,Nicholas J Humfrey,yard|rdf-raptor|spira|rspec|rdf
1783,bbc_standards,0.1.1|0.1.0,Patrick Sinclair,rspec
1784,bbenezech-acts-as-taggable-on,0.0.3|0.0.2,Benoit Bénézech,acts_as_list
1785,BBenezech-papermill,"","",""
1786,bbmb,"","",""
1787,bborn-desert,"","",""
1788,bborn-simplepay,0.2.2,Nathaniel E. Bibler,hoe|activesupport|newgem
1789,bbpush,"","",""
1790,BBRedCloth,"","",""
1791,bbrowning-deltacloud-client,"","",""
1792,bbrowning-deltacloud-client-0.0.9.7,"","",""
1793,bbrowning-deltacloud-client,0.0.9.4,Red Hat|Inc.,rest-client|rspec|nokogiri
1794,bbrowning-deltacloud-core-0.0.6.1,"","",""
1795,bbrowning-deltacloud-core-0.0.4,"","",""
1796,bbrowning-deltacloud-core,0.0.3.1|0.0.6|0.0.1.1,Red Hat|Inc.,builder|rack-test|json_pure|rack|sinatra|compass|cucumber|haml|rcov|nokogiri|rake
1797,bbrowning-deltacloud-core-0.0.6,"","",""
1798,bbrowning-ponder,"","",""
1799,bbrowning-virtualbox,"","",""
1800,bb-ruby,0.8.5|0.9.5|0.9.4|0.9.3|0.9.2|0.9|0.8.2|0.8.3,Craig P Jolicoeur,newgem|hoe|hoe|newgem
1801,bbvcommon,"","",""
1802,bc3,0.1.0,Knut Lickert,log4r
1803,bcalloway-slicehost,0.6.0|0.7.5|0.6.1|0.0.3.0,Brandon Calloway,capistrano
1804,bcalloway-wysihat-engine,0.1.9|0.1.10|0.1.8,Jeff Kreeftmeijer|Brandon Calloway,paperclip|yui-compressor
1805,bcat,0.3.0|0.5.1|0.0.0|0.0.1|0.5.2|0.4.0|0.5.0,Ryan Tomayko,rack
1806,bc-cap-recipes,0.0.3|0.0.1|0.0.5|0.0.4,Byclosure,""
1807,bcdatabase,1.0.3|1.0.0|1.0.1,Rhett Sutphin,activesupport|highline|rspec
1808,bc-htmlful,0.0.7.localtracker|0.0.8.localtracker|0.0.6|0.0.9|0.0.7|0.0.1|0.0.8|0.0.0,Duarte Henriques|Vasco Andrade e Silva,""
1809,bcms_ancestry,"","",""
1810,bcms_blog,1.0.0|1.1.0,BrowserMedia,""
1811,bcms_cas,1.0.0|1.1.1|1.0.1|1.1.0|1.1.3,BrowserMedia,browsercms|rubycas-client
1812,bcms_contact_us_module,1.0.1|1.1.3,Freddy Andersen,""
1813,bcms_content_rotator,"","",""
1814,bcms_content_syncing,1.0.1|1.0.0,BrowserMedia,""
1815,bcms_event,"","",""
1816,bcms_event_registration,"","",""
1817,bcms_fckeditor,1.0.1|1.0.4|1.0.0|1.0.3,BrowserMedia,browsercms
1818,bcms_feedback_form,1.0.0|1.0.2|1.0.1,Daniel Collis-Puro,""
1819,bcms_feeds,1.0.6|1.0.8,Jon Leighton,simple-rss
1820,bcms_google_mini_search,1.1.1|1.1.0,BrowserMedia,""
1821,bcms_intensedebate,"","",""
1822,bcms_news,"","",""
1823,bcms_page_comments,"","",""
1824,bcms_person,"","",""
1825,bcms_rankings,"","",""
1826,bcms_s3,0.1.1|0.1.2|0.2.1|0.1.0,Anthony Underwood,""
1827,bcms_seo_sitemap,1.0.2|1.0.3|1.0.1,BrowserMedia,browsercms|bcms_settings
1828,bcms_settings,0.0.3|0.0.4|0.0.2,BrowserMedia,browsercms
1829,bcms_sitemap,0.9.1|0.9.0,Knut Stenmark,browsercms
1830,bcms_support,0.0.3|0.0.2,Juan Alvarez,rspec
1831,bcms_thumbnail,1.0.0|1.0.1|1.0.4|1.0.3|1.0.5,Dan Collis-Puro,mini_magick
1832,bcms_tools,0.0.3|0.0.5|0.0.2|0.0.4|0.0.10|0.2.0|0.0.11|0.0.7|0.2.3|0.1.0|0.2.2|0.0.6|0.0.12|0.0.13|0.2.1|0.0.8|0.0.1|0.2.4,buzzware,buzzcore|browsercms|shoulda|paperclip
1833,bcms_twitter_module,"","",""
1834,bcodec,0.1.1|0.1.0|0.1.2,thomas,""
1835,bconv-0.0.1,"","",""
1836,bconv,"","",""
1837,bcpm,"","",""
1838,bcrypt-ruby,2.1.2,Coda Hale,""
1839,bcrypt-ruby-2.1.4-x86-mswin32,"","",""
1840,bcrypt-ruby,"","",""
1841,bcrypt-ruby-2.1.4,"","",""
1842,bcrypt-ruby,"","",""
1843,bcrypt-ruby-2.1.3,"","",""
1844,bcrypt-ruby-2.1.4-x86,"","",""
1845,bcrypt-ruby,2.1.4,Coda Hale,rake-compiler|rspec
1846,bcrypt-ruby-2.1.3-x86-mswin32,"","",""
1847,bcrypt-ruby-2.1.3-x86,"","",""
1848,bcrypt-ruby,2.1.0|2.0.2|2.0.3|2.0.5|2.0.4,Coda Hale,""
1849,bc-to_xls,0.1.0|0.0.0,João Jesus|Vasco Andrade e Silva,activerecord
1850,bdb,0.2.2|0.2.0,Justin Balthrop,""
1851,bddgen,0.2.0|0.1.0|0.2.1,Justin Blake,yard|thor|rspec|cucumber|bluecloth|aruba|rake
1852,bdoc,"","",""
1853,be9-awesome_nested_set,"","",""
1854,be9-context,"","",""
1855,be9-dataset,"","",""
1856,be9-rubbr,1.1.4.3,Eivind Uggedal,gemcutter|rubyforge|hoe
1857,be9-viewtastic,"","",""
1858,beacon,"","",""
1859,beaconpush,0.0.2,Jakub Kuźma,""
1860,bean_machine,0.0.0.pre1,hexorx,rspec|faker|cucumber|money|activerecord|activemerchant|machinist|yard
1861,beanpicker,"","",""
1862,beans_rails,0.1.0|0.0.0,Jeff Kreeftmeijer,""
1863,beanstalkapp,1.1.1|1.3.0|1.1.0|1.1.3|1.1.2|1.2.1|1.2.0,Ilya Sabanin,activeresource
1864,beanstalk-client,0.1|1.0.2|0.6.0|1.0.0|1.1.0|0.10.0|0.9.0|0.6.1|0.11.0,Keith Rarick,""
1865,beanstalker,0.4.4|0.4.11|0.4.12|0.4.3|0.3.4|0.3.3|0.3.2|0.4.6|0.3.1|0.4.7|0.4.8|0.1.1|0.4.10|0.3.6|0.1.3|0.4.14|0.4.0|0.4.1|0.3.0|0.1.2|0.4.5|0.1.6|0.4.2|0.3.5|0.1.7|0.4.9|0.1.4|0.4.13|0.4.15|0.0.1,Gleb Pomykalov,daemonizer
1866,beanstreamy,0.2.2|0.1.0|0.2.0,Jeff Siegel,activemerchant
1867,bear,0.0.4|0.0.3|0.0.1,Russ Smith,rails|rspec|bundler|aruba|thor|cucumber
1868,beard,"","",""
1869,beats,1.0.0|1.2.0,Joel Strait,""
1870,bebop,0.1.3|0.1.1|0.1.2,John Bender,activesupport|rspec|sinatra
1871,because,"","",""
1872,bee,0.7.0|0.2.0|0.10.1|0.9.0|0.7.1|0.5.3|0.6.0|0.1.0|0.5.1|0.3.1|0.1.1|0.3.0|0.5.0|0.10.2|0.8.0|0.10.0|0.5.2|0.4.0|0.8.1,Michel Casabianca & Contributors,rubyzip|archive-tar-minitar|highline
1873,beef-active_form,"","",""
1874,beef-admin_area,0.3.2|0.3.9|0.3.4|0.2.2|0.2.1|0.1.9|0.2.6|0.2.5|0.3.3|0.3.7|0.2.3|0.3.6|0.3.0|0.3.8|0.2.4,Steve England,thoughtbot-sortable_table|clearance|will_paginate
1875,beef-articles,0.4.4|0.4.17|0.4.0|0.5.1|0.3.35|0.4.2|0.4.10|0.4.18|0.4.6|0.5.2|0.4.8|0.4.13|0.4.9|0.4.3|0.4.15|0.4.5|0.4.1|0.4.11|0.5.3|0.4.14|0.4.16|0.4.12,Steve England,mbleigh-acts-as-taggable-on|jackdempsey-acts_as_commentable
1876,beefcake,0.1.0|0.1.5|0.1.3|0.1.2|0.1.4,Blake Mizerany,turn
1877,beefdump,"","",""
1878,beef-has_assets,0.7.9|0.7.4|0.6.8|0.7.6|0.6.2|0.7.7|0.7.2|0.7.10|0.7.5|0.7.8|0.7.11|0.7.1|0.7.12|0.7.0|0.6.4|0.6.5|0.6.7|0.6.3|0.6.6|0.7.3,Steve England,""
1879,beef-layout,0.2.4,Steve England,""
1880,beef-pages,0.3.10|0.3.22|0.3.24|0.3.12|0.3.6|0.3.8|0.3.20|0.3.9|0.3.13|0.3.21|0.3.26|0.3.23|0.3.15|0.3.18|0.3.19|0.3.7|0.3.11|0.3.17|0.3.25|0.3.16,Steve England,""
1881,beef-slides,1.1.9|1.1.10|1.1.8|1.1.11,Daniel Craig,""
1882,beef-text_elements,0.1.4|0.1.5|0.1.6|0.1.7,Steve England,""
1883,bee_java,0.0.2,Michel Casabianca,bee
1884,beenverified,"","",""
1885,bee_python,0.0.1,Michel Casabianca,bee
1886,beer,"","",""
1887,beer_mapping,"","",""
1888,beet,0.6.7|0.4.2|0.6.8|0.4.6|0.4.0|0.6.5|0.5.0|0.4.3|0.6.6|0.4.4|0.6.4|0.6.0|0.6.1|0.6.9|0.4.5|0.6.3|0.3.1,Jack Dempsey,wycats-thor
1889,beetle,0.2.6|0.2.5|0.2.9.5|0.2.9.10|0.2.9.7|0.2.1|0.2.3|0.2.9|0.2.9.8|0.2.9.2|0.2.2|0.2.10,Stefan Kaes|Pascal Friederich|Ali Jelveh|Sebastian Roebke,redis|amqp|cucumber|activesupport|daemons|mocha|rcov|uuid4r|bunny|bunny-ext|daemon_controller
1890,beezwax,0.5.2|0.1.2|0.1.1|0.6.1|0.6.0|0.7.0|0.4.0|0.5.1|0.6.2|0.3.0|0.1.3|0.2.0|0.1.0|0.1.4,Patrick Lardin,ffi
1891,before_render,"","",""
1892,before_test,"","",""
1893,behavior,0.1.0|0.1.1|0.2.0,Paul Campbell,""
1894,behaviors,1.0.2|1.0.3|1.0.0|1.0.1,Atomic Object LLC,hoe
1895,behaviortree,1.0,Andrew Wagner,""
1896,beholder,3.0.0,Chad Humphries|Rob Sanheim,rspec|yard|fsevents|rr
1897,bellhop,"","",""
1898,bellmyer-hydra,0.20.12|0.20.9|0.20.11,Nick Gauthier|Jørgen Orehøj Erichsen|Jaime Bellmyer,cucumber|rspec|therubyracer|shoulda
1899,bells,0.0.3,Pat Nakajima,capistrano|hoe
1900,belly,0.0.2|0.5.1|0.0.0|0.3.3|0.5.2|0.5.4|0.5.7|0.4.1|0.5.3|0.3.4|0.5.5|0.1.0|0.3.2|0.5.0,Matt Wynne,rspec|cucumber
1901,belongs_to_city,0.7.0|0.7.1,Adrian Cuadros,fastercsv|thoughtbot-shoulda|searchlogic
1902,belongs_to_versioned,"","",""
1903,benaldred-clearance,"","",""
1904,bench,"","",""
1905,benchmarkable,"","",""
1906,benchmark-timed_each,1.0.1,Tim Connor,""
1907,benchmark_unit,0.0.1,Evan Weaver,""
1908,benchmarkx,"","",""
1909,bench_press,0.1.2|0.1.1|0.3.0|0.1.0|0.2.1|0.2.0|0.3.1,Sandro Turriate,ephemeral_response|jeweler|activesupport|rspec|httparty|facter
1910,bencode,0.5.1|0.6.0|0.3.1|0.3.2|0.3.0|0.4.0|0.1.0|0.5.0,Daniel Schierbeck,""
1911,bencode_blatyo,1.0.1,Allen Madsen,yard|rspec
1912,bencode_ext,0.1.2|0.2.0|0.2.4|0.2.1|0.2.6|0.1.1|0.2.5|0.2.3|0.2.2,naquad,rake-compiler|jeweler
1913,bencoding,"","",""
1914,bencodr,1.1.0|1.0.1,Allen Madsen,rspec|yard
1915,bencview,"","",""
1916,benelux,0.4.1|0.5.10|0.5.16|0.3.2|0.5.9|0.3.0|0.3.0.002|0.5.4|0.5.2|0.2.0.001|0.5.8|0.6.0|0.5.14|0.3.0.001|0.5.13|0.5.12|0.5.0|0.5.15|0.5.7|0.5.5|0.4.2|0.5.1|0.5.3|0.5.11,Delano Mandelbaum,""
1917,benhoskings-ambition,"","",""
1918,benhoskings-ambitious-activerecord,"","",""
1919,benhutton-cloudfront_asset_host,"","",""
1920,benhutton-facebooker,1.0.69.1,Chad Fowler|Patrick Ewing|Mike Mangino|Shane Vitarana|Corey Innis|Mike Mangino,json_pure|hoe
1921,benhutton-facebooker2,"","",""
1922,benhutton-libmemcached_store,0.3.0,Ben Hutton|Jeffrey Hardy,memcached
1923,benhutton-remarkable_activerecord,"","",""
1924,benhutton-remarkable_rails,4.0.0.alpha4|4.0.0.alpha7|4.0.0.alpha5,Ben Hutton|Carlos Brando|José Valim,rspec|rspec-rails|remarkable|remarkable_activerecord
1925,benji_node,0.0.1,Thomas Fankhauser,redis|rails
1926,benofsky-bolt,0.1.3|0.3.2|0.4.2|0.1.5|0.4|0.4.3|0.3.1|0.3.0|0.2.0|0.1.9|0.1.8|0.3.3|0.1.4|0.1.6|0.1.0|0.1.2|0.4.1|0.1.1|0.1.7|0.4.4|0.4.5,Ben McRedmond,haml
1927,benofsky-yajl-ruby,0.7.7,Ben McRedmond|Brian Lopez|Lloyd Hilaiel,""
1928,benotified,"","",""
1929,ben_string,1.1.0|1.0.1,Ben Bleything,hoe|rubyforge
1930,bento,0.0.2,Nicklas Ramhöj|Jonas Nicklas,sqlite3-ruby|show_for|rspec|launchy|mocha|rspec-rails|rails|devise|ffaker|table_for|capybara|machinist|inherited_resources|cucumber|cucumber-rails|database_cleaner|simple_form
1931,berlin,"","",""
1932,bermuda,0.0.1|0.0.3,John Firebaugh,rspec|cucumber|capybara
1933,bernsno-shopify,"","",""
1934,berry,"","",""
1935,bert-1.1.2,"","",""
1936,bert,1.1.0|1.0.0|1.1.1|0.2.0,Tom Preston-Werner,thoughtbot-shoulda|erlectricity
1937,bertclient,0.3.1|0.1|0.2,Jared Kuolt,""
1938,bertrem,0.0.4,Benjamin Black,bertrpc|eventmachine
1939,bertrpc,0.2.0|1.1.2|1.0.0|1.3.0|1.1.0|0.3.0|0.3.2|0.4.2|0.4.1|1.2.1|1.2.0|0.3.4|1.1.1|0.3.1,Tom Preston-Werner,erlectricity
1940,berty,0.0.3|0.0.1,Adam Cooke,""
1941,best_in_place,0.1.6|0.1.4|0.1.3|0.1.1|0.1.8|0.1.2|0.1.5,Bernat Farrero,rails
1942,betabrite,1.0.0|0.0.1|1.0.1|1.0.2|0.0.2,Aaron Patterson,""
1943,betabuilder,0.4.0|0.3.1|0.3.2|0.1.1|0.1.2|0.3.0|0.2.1,Luke Redpath,CFPropertyList|json|rest-client|uuid
1944,betavites,"","",""
1945,betelgeuse-googlecharts,"","",""
1946,betfairapi,1.0.4|1.0.1|1.0.6|1.0.9|1.0.7|1.0.2|1.1.0|1.1.1|1.1.2,Luke Byrne,soap4r|soap4r
1947,better,"","",""
1948,better_ar,0.0.3,Brian Cardarella,yard|mocha|activerecord
1949,better-benchmark,0.7.0,Pistos,""
1950,better_caller,"","",""
1951,better_delegation,"","",""
1952,better_error_message,3.0.0,Brent Greeff,""
1953,better_jira,0.0.2,Eric Anderson,httpclient|mumboe-soap4r|rake
1954,better-logging,0.0.1,Mahmoud Said,""
1955,better_migrations,"","",""
1956,better_partials,"","",""
1957,better_plist,0.0.3,Sean Healy,plist
1958,better_prime,"","",""
1959,be_valid_asset,"","",""
1960,beway,0.0.1|0.0.2,Dibson T Hoffweiler,mechanize|rspec|nokogiri
1961,bewildr,0.1.1|0.1.6|0.1.3|0.1|0.1.9|0.1.7|0.1.4|0.1.2,Nat Ritmeyer,""
1962,bezel,"","",""
1963,bf4-bcms_news,"","",""
1964,bf4-browsercms,"","",""
1965,bfts,"","",""
1966,bgp4r,0.0.8|0.0.7|0.0.9|0.0.11|0.0.3|0.0.4|0.0.5,Jean-Michel Esnault,""
1967,bhm-admin,0.2.0|0.3.4|0.3.5|0.2.2|0.1.3|0.3.3|0.1.1.1|0.1.2|0.3.2|0.3.1|0.2.3|0.2.1|0.3.0|0.1.0,Darcy Laycock,show_for|will_paginate|jammit|will_paginate|inherited_resources|shoulda|compass|fancy-buttons|compass-960-plugin|compass-colors
1968,bhm-google-maps,0.1.0|0.1.3|0.3.0|0.2.1|0.1.2,Darcy Laycock,""
1969,bible,1.0.0,Justin Bailey,highline|commandline
1970,bible_gateway,"","",""
1971,bible_reference_parser,0.1.2|0.1.4|0.1.3,Nathan McWilliams,simplecov|rspec
1972,biborg,"","",""
1973,bibtex_parser,1.0.1,Jeff Shantz,""
1974,bibtex-ruby,1.1.1|1.1.2|1.1.0,Sylvester Keil,minitest|racc
1975,bicrypt,1.0.0,trans <transfire@gmail.com>,""
1976,bigamy,0.2.2|0.1.1|0.2.1|0.2.0|0.1.0,Ryan Angilly,factory_girl|active_record|mocha|shoulda|mongo_mapper|ruby-debug
1977,bigbananajour,"","",""
1978,big_band,0.2.5|0.2.2|0.2.3|0.2.1|0.4.0|0.5.0,Konstantin Haase,sinatra-extension|async-rack|sinatra-sugar|yard-sinatra|sinatra-reloader|sinatra-default_charset|sinatra-more-server|sinatra-config-file|haml-more|rack-flash|sinatra-namespace|rspec|sinatra-test-helper|sinatra-advanced-routes|monkey-lib|sinatra-compass
1979,bigbluebutton,0.0.1|0.0.2,Joe Kinsella,""
1980,big_cache,1.0.0,Travis Reeder,hoe|hoe
1981,bigcartel,0.1.5|0.1.6|0.0.1,Matt Anderson,httparty|crack
1982,big_decimal_price,0.1.0|0.1.1,Paul Campbell,rspec|bundler|jeweler|rcov
1983,bigdecimal-segfault-fix,"","",""
1984,big_door,0.0.1,Alex L. Demidov,addressable|uuidtools|hoe|rest-client|rspec|cucumber|json
1985,big-door,0.0.0|0.1.0,Michael Lavrisha,json|httparty|cucumber|rspec
1986,big-door-fork,"","",""
1987,bigindex,0.1.0,openplaces.org,rspec|solr-ruby
1988,bigindex-solr,1.2.0,openplaces.org,rspec
1989,big_money,1.1.0,Shane Hanna|Marshall Roch,""
1990,big-phoney,0.0.6|0.1.4|0.0.2|0.0.8|0.1.3|0.1.2|0.0.9|0.0.5|0.0.1|0.0.4|0.1.0|0.0.3|0.1.1,Pat Nakajima|Brandon Keene,""
1991,bigrecord,0.0.7|0.1.1|0.0.8|0.0.9|0.0.5|0.1.0|0.0.11|0.0.10,openplaces.org,activesupport|rspec|activerecord|uuidtools
1992,bigrecord-driver,0.0.4|0.0.6|0.0.7|0.0.3,openplaces.org,""
1993,big_sitemap,0.8.2|0.5.1,Alex Rabarts,extlib|builder
1994,bigtinker,0.98|0.97|0.93|0.95|0.94,Steven Gibson,""
1995,bigwig,0.4.1|0.4|0.3,David Smalley|Caius Durling|Rahoul Baruah,warren|daemons
1996,bijou,"","",""
1997,bike,0.2.2|0.2.1,Akira FUNAI,quick_magick|ya2yaml|gettext|sqlite3-ruby|rack|jeweler|sequel|mocha
1998,billboard,"","",""
1999,billomat-rb,0.0.2,Ronald Becher,activesupport|activeresource
2000,billwise4r,"","",""
2001,billymeltdown-choctop,0.11.0.7|0.11.0.1|0.11.0.2|0.11.0.5|0.11.0.4|0.11.0.6|0.11.0|0.11.0.3,Dr Nic Williams|Chris Bailey,rubyforge|gemcutter|hoe|builder|activesupport|newgem
2002,bin,0.6.3|0.6.1|0.5|0.6,John Nunemaker,rspec|mongo|activesupport
2003,binaryio,"","",""
2004,binaryparse,0.1.2|0.1.3|1.0.1|0.2.4|0.2.3|0.2.6|0.2.2|0.2.5|0.1.4|0.1.5|0.2.0|0.2.7|0.3.3|0.1.6|0.1.0,Patrick Hurley,""
2005,binary_plist,0.0.1|0.0.5|0.0.3,Sam Soffes,activesupport|rspec
2006,binarysearch,0.0.2,Luis Parravicini,""
2007,binary_search_tree,0.0.3|0.0.4|0.0.2,Misha Conway,""
2008,bincache,0.0.7|0.0.5|0.0.2|0.0.8|0.0.4|0.1.0|0.0.6|0.0.1,Martin Rhoads,right_aws
2009,bind,0.2.6|0.2.7,TJ Holowaychuk,commander
2010,bindata,0.11.0|1.2.0|1.2.2|0.8.1|0.5.0|0.9.2|0.10.0|0.7.0|0.9.1|1.1.0|0.9.0|1.0.0|0.11.1|0.9.3|0.8.0|0.6.0|1.3.1|0.5.1,Dion Mendel,""
2011,binder,0.0.5|0.0.4|0.0.2|0.0.3|0.0.1|0.0.6,Matt Parker,""
2012,bind-zone-parser,0.0.1|0.0.3|0.0.0,Geoff Garside,yard|shoulda
2013,binged,0.2.0|0.1.1|0.3.0,Kevin Faustino,yard|fakeweb|rspec|hashie|crack
2014,bing-location,0.0.1b,Justin Reese,""
2015,bingodisk,0.0.2,Jeremy Boles,""
2016,bingoint,"","",""
2017,binstruct,"","",""
2018,bio,0.7.0|1.2.0|1.3.1|0.7.1|1.4.1|1.0.0|1.3.0|1.2.1|1.1.0,BioRuby project,""
2019,bio-assembly,0.0.0|0.0.2|0.1.0,Chase Miller|Francesco Strozzi,rcov|bio|bio|shoulda|bundler|jeweler
2020,biodiversity,0.6.0|0.5.16|0.7.2|0.5.14|0.5.15|0.7.1|0.6.1|0.6.3|0.6.4,Dmitry Mozzherin,treetop|json|rspec
2021,biodiversity19,0.6.0|0.6.1|0.7.1|0.5.15|0.7.0|0.7.2|0.6.2|0.5.16|0.6.3,Dmitry Mozzherin,rspec|treetop
2022,bio-gem,0.2.1|0.0.2|0.1.1|0.0.3,Raoul J.P. Bonnal,jeweler|rcov|bundler|shoulda
2023,bio-gff3,0.8.4|0.8.2|0.6.0|0.8.3|0.8.6|0.8.0,Pjotr Prins,rspec|jeweler|bio|shoulda|bundler|rcov
2024,bio-graphics,1.2|1.4,Jan Aerts,bio
2025,bio-hello,"","",""
2026,bio-isoelectric_point,0.1.1,George Githinji|Pascal Betz,bio|rcov|bundler|jeweler|shoulda
2027,bio-kb-illumina,0.0.0,Raoul J.P. Bonnal,bundler|bio|jeweler|rcov|activerecord|shoulda
2028,bio-logger,0.6.1|0.9.0,Pjotr Prins,bundler|rspec|rcov|jeweler|shoulda|log4r
2029,biomart,0.1.2|0.1.5|0.1.4|0.1.1|0.2.0|0.1.0,Darren Oakley,builder|hoe|thoughtbot-shoulda
2030,bio-sge,"","",""
2031,bipolar,"","",""
2032,birb,0.0.3|0.0.1,jordinl,bundler|jeweler|shoulda|rcov
2033,birdgrinder,0.1.5|0.1.1|0.1.2.1|0.1.4.0|0.1.0.0|0.1.1.1|0.1.2|0.1.3.1,Darcy Laycock,yajl-ruby|em-http-request|eventmachine|perennial
2034,birdy,1.0.1,Darren Hinderer,rbus|highline|twitter4r
2035,bisac,0.9.1|0.8.1|0.9,James Healy,rbook-isbn
2036,bishop,"","",""
2037,bistro_car,0.1|0.1.1|0.2.1|0.2.2,Jonas Nicklas,gemcutter|rubyforge|hoe|jsmin
2038,bitcache,0.0.0,Arto Bendiken,addressable|yard|rspec
2039,bitcoin,0.0.2|0.0.0|0.0.3,Michael Prins,jeweler|simplecov|rspec|bundler|json
2040,bitescript,0.0.5|0.0.2|0.0.7|0.0.6|0.0.4|0.0.1,charles.nutter@sun.comCharles Oliver Nutter,hoe|hoe
2041,bitfields,0.2.2|0.1.0|0.2.0|0.1.2|0.1.4|0.1.5|0.2.1,Michael Grosser,""
2042,bitfluent-activemerchant,"","",""
2043,bitfluent-database_cleaner,"","",""
2044,bitfluent-vestal_versions,"","",""
2045,bitgain-mockdata,0.0.3|0.0.2,Erik van Eykelen,""
2046,bitly,0.5.5|0.4.0|0.6.0|0.6.1|0.3|0.5.1|0.2|0.5.0|0.3.1|0.5.3|0.5.2|0.3.2,Phil Nash,crack
2047,bitly4r,"","",""
2048,bitlys_r_us,"","",""
2049,bitmask-attribute,1.0.0,Bruce Williams,activerecord
2050,bitpack,"","",""
2051,bits-0.1.1,"","",""
2052,bitstring,"","",""
2053,bit-struct,0.13.6|0.13.3|0.13.2|0.13.5|0.13.4,Joel VanderWerf,bones|bones
2054,BitStructEx,0.0.91|0.0.54|0.0.85|0.0.74|0.0.64|0.0.65,The.French.DJ,""
2055,bitty,0.1.0,oleg dashevskii,""
2056,bivouac,0.1.3|0.0.1|0.1.6|0.0.9|0.4.0|0.0.4|0.3.0|0.2.4|0.0.7|0.0.6|0.1.5|0.2.1|0.2.2|0.2.5|0.2.0|0.1.0|0.2.3|0.0.8|0.0.5|0.1.4|0.1.2|0.0.2|0.0.3,GrÃƒÂ©goire Lejeune,extra|mime-types|camping
2057,bivy,"","",""
2058,bixbite,0.1.0|0.1.2|0.1.3,Richard Herrera|Lenny Burdette,yui-compressor|highline|closure-compiler
2059,bizhours,1.0.0|1.1.0,Curtis Carter,hoe|hoe|duration
2060,bj,0.0.3|0.0.2|1.0.1|0.0.4|0.0.5|0.0.1,Ara T. Howard,orderedhash|systemu|main|attributes
2061,bjclark-facebooker2,"","",""
2062,bjeanes-capybara,0.3.2,Jonas Nicklas,rack|rack-test|nokogiri|selenium-webdriver|mime-types|sinatra|hoe|culerity|rspec
2063,bjeanes-geokit,"","",""
2064,bjeanes-holidays,"","",""
2065,bjeanes-ultraviolet,"","",""
2066,bjf,"","",""
2067,bj_fixed_for_rails3,1.0.4|1.0.2,Ara T. Howard,orderedhash|main|systemu
2068,bjj,"","",""
2069,bjornblomqvist-breadcrumb_trail,"","",""
2070,bktree,"","",""
2071,blackbird,"","",""
2072,blackbook,1.0.3|1.0.2|1.0.1|1.0.0,Contentfree,mechanize|fastercsv|hoe
2073,blackdog,"","",""
2074,blackhole-store,0.1.0,George Chatzigeorgiou,rspec|activesupport
2075,blacklight_cql,"","",""
2076,blacklight-sitemap,0.0.5|0.0.4|0.0.2|0.0.1,Jason Ronallo,rspec|bundler|jeweler|nokogiri|rcov
2077,blacklist,"","",""
2078,blackmagicvoodoo,"","",""
2079,blackwinter-autotest-notification,"","",""
2080,blackwinter-fastthread,"","",""
2081,blackwinter-git,1.2.5|1.2.6,Scott Chacon|Jens Wille,""
2082,blackwinter-jekyll,"","",""
2083,blackwinter-wirble,0.1.3.1|0.1.3.2,Paul Duncan|Jens Wille,""
2084,blade,"","",""
2085,blahblahblah,"","",""
2086,blakechambers-dry_scaffold,"","",""
2087,blame,"","",""
2088,blaml,"","",""
2089,blammo,0.2.2|0.2.0|0.2.5|0.2.6|0.1.1,Josh Bassett,thor|git|rr|jeweler|hirb|fancypath|tilt|rake|rspec
2090,blanket,0.1.0|0.0.2|0.0.3,Jim Van Fleet,aws-s3|capistrano
2091,blankslate,2.1.2.3,Jim Weirich|David Masover|Jack Danger Canty,""
2092,blasphemy,"","",""
2093,blast_furnace,0.0.2,Mark Ryall,rake|rspec
2094,blastr,0.0.5|0.0.4|0.0.13|0.0.16|0.0.17|0.0.9|0.0.2|0.0.1|0.0.7|0.1.1|0.0.10|0.0.6|0.1.2|0.0.15|0.0.14|0.0.8|0.0.11|0.0.18|0.0.12|0.1.0,Lasse Koskela,hoe|rubyforge
2095,blather,0.4.2|0.4.3|0.3.4|0.1|0.2.2|0.4.5|0.2.1|0.4.11|0.2|0.4.10|0.4.1|0.4.7|0.4.0|0.3.3|0.3.2|0.4.13|0.4.8|0.4.15|0.4.12|0.4.14|0.4.6|0.2.3|0.3.1|0.4.4,Jeff Smick,eventmachine|nokogiri
